Age,Annual Income,Home Ownership,Employment Length (Years),Loan Purpose,Loan Grade,Loan Amount,Interest Rate (%),Loan to Income Ratio,Previous Default History,Credit History Length (Years),Debt to Income Ratio,Credit Utilization Ratio,Number of Open Credit Accounts,Number of Late Payments,"Loan Status (0=Approved, 1=Default)"
48,110253,RENT,16,PERSONAL,C,36607,6.28,0.33,N,2,0.26,0.85,6,7,0
33,63856,MORTGAGE,8,EDUCATION,E,21519,11.94,0.34,N,11,0.34,0.5,9,11,0
21,39396,MORTGAGE,0,PERSONAL,A,18952,15.66,0.48,Y,2,0.59,0.5,4,7,1
54,92805,OWN,21,HOMEIMPROVEMENT,E,19756,9.48,0.21,N,16,0.25,0.34,7,6,0
50,90390,RENT,9,EDUCATION,D,44088,21.19,0.49,N,4,0.3,0.82,1,11,1
62,74786,MORTGAGE,8,MEDICAL,B,3123,16.55,0.04,N,33,0.29,0.36,9,6,0
34,44660,MORTGAGE,13,EDUCATION,C,41660,7.27,0.93,N,1,0.48,0.21,4,7,1
38,79095,OWN,13,EDUCATION,C,22153,20.68,0.28,N,12,0.13,0.82,13,3,0
59,141945,RENT,37,HOMEIMPROVEMENT,C,26494,12.71,0.19,N,9,0.37,0.32,1,7,0
29,95060,OWN,8,VENTURE,A,40224,6.07,0.42,N,9,0.11,0.45,10,10,0
26,58516,RENT,5,MEDICAL,A,2476,13.86,0.04,N,5,0.57,0.8,11,10,0
62,129021,MORTGAGE,30,HOMEIMPROVEMENT,C,13450,15.24,0.1,Y,31,0.21,0.5,2,10,1
56,66146,RENT,0,EDUCATION,A,48985,19.82,0.74,N,33,0.1,0.72,7,11,1
29,68702,MORTGAGE,9,VENTURE,D,47217,12.51,0.69,N,6,0.35,0.2,8,8,1
41,67299,RENT,17,VENTURE,A,37768,18.35,0.56,Y,6,0.54,0.12,8,10,1
48,47959,OWN,2,HOMEIMPROVEMENT,D,28105,20.97,0.59,N,13,0.29,0.51,10,10,1
42,43669,MORTGAGE,20,EDUCATION,C,24253,15.5,0.56,N,9,0.41,0.25,9,9,1
39,145542,RENT,17,PERSONAL,B,11338,9.62,0.08,N,11,0.59,0.67,8,1,0
48,101972,MORTGAGE,29,HOMEIMPROVEMENT,D,24963,13.85,0.24,N,22,0.5,0.34,13,5,0
63,96452,MORTGAGE,1,PERSONAL,A,34001,12.57,0.35,Y,13,0.41,0.85,7,9,1
31,138682,MORTGAGE,12,VENTURE,D,46197,8.76,0.33,N,12,0.3,0.4,13,1,0
52,90624,RENT,12,VENTURE,B,8066,9.51,0.09,Y,13,0.16,0.2,7,1,0
36,92267,RENT,4,PERSONAL,B,20177,11.91,0.22,Y,17,0.27,0.15,3,9,1
37,132111,MORTGAGE,2,HOMEIMPROVEMENT,C,17632,9.71,0.13,N,15,0.4,0.54,14,9,0
56,138005,RENT,8,EDUCATION,A,20605,20.63,0.15,Y,9,0.09,0.34,10,10,1
42,63481,MORTGAGE,9,MEDICAL,A,45839,7.57,0.72,N,1,0.57,0.72,14,1,0
57,53043,MORTGAGE,23,EDUCATION,E,8331,13.63,0.16,N,34,0.55,0.56,2,11,1
45,98062,OWN,22,VENTURE,A,14397,11.51,0.15,N,11,0.35,0.82,9,10,0
37,115257,MORTGAGE,3,VENTURE,D,14568,7.35,0.13,N,3,0.15,0.28,8,5,0
30,31526,RENT,4,EDUCATION,D,11207,16.75,0.36,Y,8,0.19,0.51,3,6,1
38,61792,MORTGAGE,18,HOMEIMPROVEMENT,A,45476,11.99,0.74,Y,5,0.22,0.25,2,4,1
33,117540,RENT,13,MEDICAL,C,25064,18.09,0.21,N,14,0.05,0.47,8,8,0
21,66526,OWN,1,MEDICAL,E,36634,21.51,0.55,N,1,0.07,0.14,10,2,1
33,63876,OWN,3,HOMEIMPROVEMENT,A,9128,6.14,0.14,N,2,0.06,0.34,1,6,0
58,72648,MORTGAGE,7,HOMEIMPROVEMENT,C,33981,17.99,0.47,N,17,0.11,0.59,6,5,0
55,45851,MORTGAGE,25,HOMEIMPROVEMENT,D,11685,15.11,0.25,N,11,0.3,0.88,7,6,1
52,93820,OWN,6,EDUCATION,C,18665,20.47,0.2,N,28,0.52,0.51,13,9,1
57,78535,OWN,34,VENTURE,A,43462,10.28,0.55,N,25,0.48,0.83,14,10,1
30,22219,OWN,1,VENTURE,A,19444,16.95,0.88,N,4,0.19,0.68,1,8,1
27,31066,MORTGAGE,2,EDUCATION,B,8008,19.95,0.26,N,7,0.09,0.67,13,3,0
30,21524,MORTGAGE,6,PERSONAL,A,17634,6.81,0.82,Y,4,0.27,0.89,3,9,1
27,58179,OWN,3,VENTURE,C,43782,16.65,0.75,Y,2,0.57,0.16,9,6,1
34,83123,OWN,8,HOMEIMPROVEMENT,A,19409,21.12,0.23,N,12,0.44,0.16,8,4,0
34,27207,OWN,0,MEDICAL,A,23203,13.94,0.85,Y,10,0.52,0.25,1,4,1
44,69876,OWN,15,HOMEIMPROVEMENT,A,34479,10.56,0.49,Y,2,0.43,0.68,7,7,1
55,34056,OWN,28,HOMEIMPROVEMENT,D,27035,19.75,0.79,N,21,0.58,0.21,1,7,1
47,72268,RENT,28,VENTURE,A,27998,6.71,0.39,N,28,0.5,0.75,14,1,0
32,38287,RENT,12,EDUCATION,C,35998,14.79,0.94,N,1,0.26,0.24,4,1,0
55,123535,RENT,29,VENTURE,B,19467,8.3,0.16,N,25,0.33,0.54,5,2,0
29,98950,MORTGAGE,9,EDUCATION,C,33568,8.77,0.34,N,5,0.47,0.89,9,6,1
54,95430,OWN,6,PERSONAL,C,42833,14.91,0.45,N,35,0.52,0.9,13,11,1
63,102214,MORTGAGE,16,EDUCATION,A,47158,18.37,0.46,N,30,0.48,0.49,3,6,1
54,98183,OWN,0,MEDICAL,E,5959,19.9,0.06,N,5,0.12,0.83,7,6,1
23,116646,MORTGAGE,2,VENTURE,B,25519,17.1,0.22,N,4,0.49,0.63,4,6,1
21,121343,OWN,1,PERSONAL,C,9291,10.28,0.08,Y,1,0.54,0.3,10,7,1
40,43377,MORTGAGE,17,HOMEIMPROVEMENT,C,5033,16.64,0.12,N,1,0.3,0.41,3,11,0
55,70993,MORTGAGE,24,EDUCATION,A,11647,20.61,0.16,N,7,0.33,0.78,1,7,0
23,48831,OWN,2,MEDICAL,D,8287,17.97,0.17,N,1,0.38,0.59,2,10,1
59,69116,OWN,23,MEDICAL,B,27325,10.82,0.4,Y,24,0.09,0.85,10,10,1
36,139235,MORTGAGE,4,MEDICAL,A,22389,10.69,0.16,Y,16,0.1,0.64,1,6,1
39,78001,MORTGAGE,19,MEDICAL,B,17960,18.81,0.23,Y,15,0.58,0.72,12,11,1
31,97513,MORTGAGE,10,VENTURE,D,42018,21.31,0.43,N,7,0.46,0.82,2,2,1
27,136973,OWN,6,MEDICAL,A,32253,6.67,0.24,Y,2,0.48,0.49,2,9,1
44,106655,RENT,17,PERSONAL,A,39164,13.81,0.37,Y,24,0.53,0.2,4,11,1
37,82532,OWN,12,VENTURE,A,21104,15.99,0.26,N,4,0.09,0.33,9,1,0
62,51629,OWN,11,HOMEIMPROVEMENT,A,23958,10.54,0.46,N,32,0.36,0.73,3,0,0
30,121739,MORTGAGE,4,MEDICAL,B,48574,16.02,0.4,N,1,0.52,0.89,1,11,1
28,66214,OWN,2,MEDICAL,D,21880,10.93,0.33,N,3,0.4,0.31,14,5,0
33,22988,OWN,7,VENTURE,B,16658,8.96,0.72,N,10,0.54,0.68,9,4,0
49,148041,MORTGAGE,27,MEDICAL,A,11618,11.4,0.08,N,18,0.48,0.68,6,4,0
46,78755,MORTGAGE,16,PERSONAL,A,9334,8.46,0.12,Y,20,0.44,0.66,2,1,1
46,66728,MORTGAGE,9,VENTURE,C,1690,21.35,0.03,Y,18,0.25,0.62,1,1,0
36,90721,RENT,7,HOMEIMPROVEMENT,D,6776,14.01,0.07,N,10,0.18,0.51,2,1,0
44,134225,OWN,16,PERSONAL,C,16282,15.26,0.12,N,4,0.07,0.44,4,1,0
55,52635,OWN,36,MEDICAL,A,19711,11.29,0.37,N,31,0.58,0.83,13,4,0
61,100219,MORTGAGE,24,HOMEIMPROVEMENT,B,31953,8.87,0.32,N,33,0.36,0.83,14,0,0
36,108728,RENT,4,PERSONAL,B,42287,19.64,0.39,N,14,0.13,0.19,3,1,0
29,137275,RENT,2,PERSONAL,B,48078,13.63,0.35,N,1,0.54,0.47,3,8,0
52,95199,RENT,20,MEDICAL,A,38030,9.13,0.4,N,8,0.27,0.43,9,0,0
35,89619,MORTGAGE,9,VENTURE,E,9749,15.23,0.11,N,14,0.28,0.56,11,8,1
63,69492,MORTGAGE,23,PERSONAL,D,49920,19.89,0.72,N,43,0.09,0.95,8,11,1
57,92666,RENT,29,HOMEIMPROVEMENT,E,36954,10.15,0.4,N,3,0.55,0.54,13,0,0
36,53487,OWN,10,MEDICAL,D,21963,14.77,0.41,Y,4,0.52,0.12,11,7,1
62,43248,RENT,8,VENTURE,E,30061,18.8,0.7,N,39,0.2,0.41,6,4,1
22,37182,OWN,3,HOMEIMPROVEMENT,A,27909,19.85,0.75,N,3,0.27,0.28,8,9,1
32,62944,RENT,5,EDUCATION,A,9427,14.98,0.15,N,11,0.27,0.21,7,4,0
53,127543,MORTGAGE,26,VENTURE,C,8088,17.31,0.06,N,23,0.55,0.69,8,0,0
54,110504,RENT,11,HOMEIMPROVEMENT,A,23785,14.98,0.22,N,5,0.48,0.21,11,3,0
28,124332,RENT,2,MEDICAL,A,7336,9.06,0.06,Y,9,0.11,0.67,2,8,1
21,73076,OWN,2,EDUCATION,B,4312,10.01,0.06,N,2,0.57,0.94,7,11,1
39,123965,MORTGAGE,13,EDUCATION,B,23010,12.76,0.19,Y,8,0.46,0.88,7,5,1
63,66612,OWN,14,HOMEIMPROVEMENT,C,19799,8.09,0.3,N,21,0.22,0.58,7,4,0
24,56727,RENT,5,EDUCATION,B,44543,16.82,0.79,Y,2,0.38,0.12,3,0,1
56,107410,MORTGAGE,25,MEDICAL,B,25063,20.65,0.23,N,35,0.57,0.44,8,5,0
22,68544,RENT,3,VENTURE,E,1189,19.33,0.02,N,3,0.41,0.2,6,11,1
21,52467,MORTGAGE,2,HOMEIMPROVEMENT,E,8754,19.28,0.17,N,2,0.29,0.55,10,2,0
47,56775,OWN,17,MEDICAL,A,21373,19.69,0.38,N,9,0.27,0.72,5,10,0
63,63066,OWN,31,EDUCATION,B,11400,17.5,0.18,N,41,0.46,0.88,14,1,1
57,105879,OWN,23,VENTURE,E,27469,18.52,0.26,N,15,0.43,0.23,1,1,1
29,44363,OWN,6,EDUCATION,C,40300,20.39,0.91,N,10,0.5,0.77,6,3,1
48,142564,OWN,26,PERSONAL,A,5996,21.93,0.04,N,12,0.32,0.83,10,3,0
22,69831,MORTGAGE,1,VENTURE,A,39255,17.63,0.56,Y,2,0.19,0.42,10,4,1
28,94671,MORTGAGE,5,PERSONAL,B,28236,9.93,0.3,N,3,0.54,0.1,4,8,0
40,114835,RENT,15,PERSONAL,A,26517,16.54,0.23,N,7,0.33,0.93,8,10,1
33,42942,OWN,11,PERSONAL,A,6272,11.34,0.15,N,8,0.33,0.26,12,3,0
54,52088,MORTGAGE,34,MEDICAL,C,42167,16.09,0.81,N,24,0.41,0.92,11,6,1
40,145911,RENT,4,HOMEIMPROVEMENT,A,28169,15.93,0.19,N,2,0.23,0.64,11,2,0
28,34849,RENT,8,HOMEIMPROVEMENT,C,25173,11.45,0.72,N,8,0.15,0.17,13,0,0
23,109909,MORTGAGE,1,VENTURE,C,31164,15.14,0.28,N,4,0.6,0.89,7,10,1
29,41182,OWN,8,PERSONAL,E,10415,15.26,0.25,N,7,0.34,0.38,2,10,1
23,142357,OWN,1,PERSONAL,C,29561,11.9,0.21,Y,3,0.12,0.2,11,9,1
31,36905,OWN,0,VENTURE,C,24953,9.59,0.68,N,9,0.26,0.57,10,8,1
64,67972,MORTGAGE,16,HOMEIMPROVEMENT,C,10950,7.33,0.16,N,27,0.15,0.21,4,3,0
48,64816,OWN,10,VENTURE,B,36192,16.73,0.56,N,18,0.44,0.18,1,4,1
59,70064,MORTGAGE,18,EDUCATION,A,19095,9.52,0.27,Y,39,0.3,0.38,10,5,0
55,42443,MORTGAGE,25,HOMEIMPROVEMENT,E,40778,8.7,0.96,N,14,0.39,0.49,3,4,0
31,32300,OWN,10,VENTURE,D,5295,18.9,0.16,N,8,0.3,0.43,7,11,1
40,140279,RENT,14,HOMEIMPROVEMENT,E,42903,20.99,0.31,Y,10,0.51,0.77,14,8,1
37,135386,MORTGAGE,16,MEDICAL,D,29673,14.04,0.22,N,5,0.24,0.64,14,1,0
53,47588,RENT,27,EDUCATION,A,25188,16.7,0.53,N,4,0.51,0.21,5,5,1
22,109062,MORTGAGE,0,EDUCATION,A,24465,13.95,0.22,N,2,0.5,0.64,12,10,1
54,32910,MORTGAGE,7,EDUCATION,D,13199,12.91,0.4,N,19,0.26,0.39,4,9,0
60,49301,RENT,4,VENTURE,A,42323,9.9,0.86,N,30,0.34,0.63,2,7,0
40,72879,RENT,4,HOMEIMPROVEMENT,B,32746,15.79,0.45,N,15,0.33,0.74,6,7,1
23,66418,MORTGAGE,1,HOMEIMPROVEMENT,A,36163,9.91,0.54,N,3,0.08,0.44,13,2,0
38,57096,RENT,18,MEDICAL,B,1921,12.32,0.03,Y,15,0.23,0.11,10,2,0
52,121010,MORTGAGE,1,HOMEIMPROVEMENT,C,42993,9.11,0.36,Y,17,0.33,0.78,9,3,0
35,58827,OWN,7,PERSONAL,B,45775,8.9,0.78,Y,6,0.2,0.21,4,6,1
22,133528,MORTGAGE,2,PERSONAL,A,42684,10.6,0.32,N,3,0.28,0.47,2,2,0
